crash_Id,fecha,route,operator,aircraft_type,all_aboard,passangers_onboard,crew_aboard,deaths_number,passenger_fatalities,crew_fatalities
3803,1992-11-11,"Near Tver, Russia",Military - Russian Air Force,Antonov AN-22A,33,26,7,33,26,7
3804,1992-11-14,"Near Nha Trang, Vietnam",Vietnam Airlines,Yakovlev YAK-40,31,25,6,30,24,6
3805,1992-11-15,"Near Porto Plata, Dominican Republic",Aerocaribbean - Charter,Ilyushin IL-18D,34,28,6,34,28,6
3806,1992-11-24,"Near Guilin, China",China Southern Airlines,Boeing B-737-3Y0,141,133,8,141,133,8
3807,1992-11-30,"Near Harlem, Montana",Military - U.S. Air Force / Military - U.S. Air Force,Lockheed C-141B / Lockheed C141B,13,0,13,13,0,13
3808,1992-12-09,"Uruapan, Mexico",Aero Sudpacifico,Britten-Norman BN-2B-27 Islander,9,8,1,9,8,1
3809,1992-12-13,"Goma, Congo",Scibe Airlift Cargo Zaire,Fokker F-27 Friendship 400M,37,31,6,37,31,6
3811,1992-12-21,"Faro, Algarve, Portugal",Martinair Holland NV,McDonnell Douglas DC-10-30CF,340,327,13,56,54,2
3812,1992-12-22,"Tripoli, Libya",Libya Arab Airlines / Military -  Libya Air Force,Boeing B-727-2L5 / MiG23UB,157,147,10,157,147,10
3813,1993-01-03,"Ogden, Utah",Air Taxi - South Coast Helicopters Inc.,Bell 206B3,4,3,1,4,3,1
3814,1993-01-06,"Paris, France",Lufthansa Cityline,de Havilland Canada DHC-8-301,23,19,4,4,4,0
3815,1993-01-09,"Surabaya, Indonesia",Bouraq Indonesia Airlines,Hawker Siddeley HS-748-234,44,39,5,17,13,4
3816,1993-01-13,"Sellafield, England",Titan Airways,Embraer 110P1 Bandeirante,2,0,2,2,0,2
3817,1993-01-14,"Near Bronson Creek, British Colombia, Canada",Central Mountain Air Services,Douglas C-47A,2,0,2,2,0,2
3818,1993-01-27,"Kinshasa, Democratic Republic Congo",Trans Service Airlift,Nord 262A-44,21,18,3,3,3,0
3819,1993-01-31,"Sumatra, Indonesia",Pan Malaysian Air Transport,Shorts SC-7 Skyvan 3-100,16,11,5,16,11,5
3820,1993-02-08,"Near Tehran, Iran",Iran Air Tours  /  Military - Iranian Air Force,Tupolev TU-154M / Sukhoi Su-24,133,119,14,133,119,14
3822,1993-02-20,"Bogota, Colombia",Cargo Three Panama,Convair CV-440,2,0,2,2,0,2
3823,1993-02-28,"Off Green Island, Taiwan",Formosa Airlines,Dornier 228-201,6,4,2,6,4,2
3824,1993-03-05,"Skopje, Macedonia",Palair Macedonian,Fokker 100,97,92,5,83,79,4
3825,1993-03-23,"Near Tangara de Serra, Brazil",Oeste Linhas Aereas,Embraer EMB-110 Bandeirante,6,4,2,6,4,2
3826,1993-03-31,"Anchorage, Alaska",Japan Air Lines,Boeing B-747-466,5,2,3,0,0,0
3827,1993-04-01,"Blountville, Tennesee",Private,Fairchild SA227-TT,4,3,1,4,3,1
3828,1993-04-02,"Off Margarita Island, Venezuela",Linea Aeropostal Venezolana,McDonnell Douglas DC-9-15,11,8,3,11,8,3
3829,1993-04-06,"950 nm S of  Shemya, Alaska",China Eastern Airlines,McDonnell Douglas MD-11,264,248,16,2,2,0
3830,1993-04-19,"Zwingle, Iowa",Private,Mitsubishi MU-2B-60,8,6,2,8,6,2
3831,1993-04-23,"Zavnah, Mongolia",MIAT - Mongolian Airlines,Antonov AN-26B,40,34,6,32,26,6
3832,1993-04-26,"Aurangabad, India",Indian Airlines,Boeing B-737-2A8,118,112,6,55,55,0
3833,1993-04-27,"Off  Libreville, Gambia",Military - Zambian Air Force,de Havilland  Canada  DHC-5D Buffalo,30,25,5,30,25,5
3834,1993-04-27,"Near Kholm, Afghanistan",Military - Afghan Republican Air Force,Antonov AN-32,76,71,5,76,71,5
3835,1993-05-11,"Suva, Fiji",Fiji Air,Britten-Norman BN-2A-6 Islander,2,0,2,2,0,2
3836,1993-05-15,"Near Cancun, Mexico",Carga del Caribe,Douglas DC-6BF,5,0,5,3,0,3
3837,1993-05-19,"Near Medellin, Colombia",SAM Colombia,Boeing B-727-46,132,125,7,132,125,7
3838,1993-06-06,"El Yopal, Colombia",Aerotaca,de Havilland Canada DHC-6 Twin Otter 300,2,0,2,2,0,2
3839,1993-06-09,"Gulgubip, Papua New Guinea",Southwest Air,Britten-Norman  BN-2A-20 Trislander,11,10,1,9,9,0
3840,1993-06-16,"Nabire, Indonesia",Merpati Nasantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,3,0,3,1,0,1
3841,1993-06-17,"Near Tbilisi, Georgia",Tajikistan Airlines,Antonov AN-26,41,36,5,41,36,5
3842,1993-07-01,"Sorong, Irian Jaya, Indonesia",Merpati Nusantara Airlines,Fokker F-28 Fellowship 3000,43,39,4,41,37,4
3844,1993-07-12,"Talladega, Alabama",Private,"Helicopter, Hughes 369HS",2,1,1,1,1,0
3845,1993-07-23,"Yinchuan, China",China Northwest Airlines,British Aerospace 146-300,113,108,5,55,54,1
3846,1993-07-26,"Haenam, South Korea",Asiana Airlines,Boeing B-737-5L9,110,104,6,68,64,4
3847,1993-07-30,"Serawak, Malaysia",Hornbill Airways,Shorts SC-7 Skyvan 3-100,17,15,2,1,1,0
3848,1993-07-31,"Devghat, Nepal",Everest Air,Dornier Do-228-101,19,16,3,19,16,3
3849,1993-08-18,"Leeward Point Airfield, Guantanamo Bay, Cuba",American International Airways,McDonnell Douglas DC-8-61,3,0,3,0,0,0
3850,1993-08-26,"Near Aldan, Russia",Sakha Airlines,Let 410UVP-E,24,22,2,24,22,2
3851,1993-08-28,"Khorag, Tajikistan",Tajikistan Airlines,Yakovlev YAK-40,86,81,5,82,77,5
3852,1993-09-14,"Warsaw, Poland",Lufthansa,Airbus A320-211,70,64,6,2,1,1
3853,1993-09-21,"Sukhumi, Georgia",Transair Georgia Airlines,Tupolev TU-134A,27,22,5,27,22,5
3854,1993-09-22,"Sukhumi, Georgia",Transair Georgia Airlines,Tupolev TU-154B,132,120,12,108,100,8
3856,1993-10-25,"Franz Josef Glacier, New Zealand",Hibiscus Air,GAF Nomad N-22,9,6,3,9,6,3
3857,1993-10-26,"Fuzhou, China",China Eastern Airlines,McDonnell Douglas MD-82,80,71,9,2,2,0
3858,1993-10-27,"Near Namsos, Norway",Wideroe's Flyveselksap,de Havilland Canada DHC-6 Twin Otter 300,20,17,3,7,4,3
3859,1993-11-10,"Sandy Lake, Canada",Air Manitoba,Hawker Siddeley HS-748-234 Srs. 2A,7,4,3,7,4,3
3860,1993-11-13,"Urumqi, China",China Northern Airlines,McDonnell Douglas MD-82,102,92,10,12,8,4
3861,1993-11-15,"Near Kerman, Iran",Magistralnye Avialinii,Antonov AN-124,17,14,3,17,14,3
3862,1993-11-20,"Near Ohrid, Macedonia",Aviaimpex (Macedonia),Yakovlev YAK-42D,116,108,8,116,108,8
3863,1993-12-01,"Hibbing, Minnesota",Express Airlines - Northwest Airlink,British Aerospace Jetstream BA-3100,18,16,2,18,16,2
3864,1993-12-03,"Tuktoyaktuk, NWT, Canada",Arctic Wings & Rotors,Britten Norman BN-2A Trislander7,7,6,1,7,6,1
3865,1993-12-09,"Off Dakar, Senegal",Air Senegal / Gambia Airways,DHC-6 Twin Otter 300 / NAMC YS-11,3,2,1,3,2,1
3866,1993-12-13,"Phonesavanh, Laos",Lao Aviation,Yunshuji Y-12-II,18,16,2,18,16,2
3867,1993-12-15,"Near Naga, Philippines",Military - Philippine Air Force,Lockheed C-130H,29,23,6,29,23,6
3868,1993-12-26,"Gyumri, Armenia",Kuban Airlines,Antonov AN-26,36,31,5,36,31,5
3869,1994-01-03,"Near Mamony, Siberia, Russia",Baikal Air,Tupolev TU-154M,124,115,9,124,115,9
3870,1994-01-07,"Columbus, Ohio",Atlantic Coast Airlines (United Express),British Aerospace Jetstream 4101,8,3,5,5,2,3
3871,1994-02-24,"Nalchik, Russia",North Western Air Transport,Antonov AN-12V,13,7,6,13,7,6
3872,1994-02-25,"East Midlands, England",British World Airways,Vickers 813 Viscount,2,0,2,1,0,1
3873,1994-02-25,"Near Carpish, Peru",Expresso Aéreo,Yakovlev YAK-40,31,26,5,31,26,5
3874,1994-03-02,"New York, New York",Continental Airlines,McDonnell Douglas MD-82,116,110,6,0,0,0
3875,1994-03-08,"New Delhi, India",Sahara,Boeing 737-2R4C,4,0,4,4,0,4
3876,1994-03-14,"Off Malindi, Kenya",Military - U.S. Air Force,Lockheed C-130H Hercules,8,0,8,8,0,8
3877,1994-03-17,Near Nag,Military - Iranian Air Force,Lockheed Hercules C-130,32,19,13,32,19,13
3878,1994-03-18,"Key West, Florida",Chalk's International Airlines,Grumman G-73T Turbo Mallard,2,0,2,2,0,2
3879,1994-03-18,"Spokane, Washington",Salair,Douglas DC-3C,2,0,2,2,0,2
3880,1994-03-21,"Weipa, Australia",Aurukun Air Services,Britten-Norman BN-2A-21 Trislander,6,5,1,6,5,1
3881,1994-03-23,"Near Mezhdurechensk, Russia",Aeroflot Russian International Airways,Airbus A310-304,75,63,12,75,63,12
3882,1994-04-03,"Lamoille, Nevada",Air Taxi - El Aero Services Inc.,Bell 206B3,5,4,1,5,4,1
3883,1994-04-04,"Amsterdam, Netherlands",KLM Cityhopper,Saab 340B,24,21,3,3,2,1
3884,1994-04-06,"Kigali, Rwanda",Rwanda Government,Dassault Falcon 50,12,9,3,12,9,3
3885,1994-04-06,"Ambato, Ecuador",TAME,de Havilland Canada DHC-6 Twin Otter 300,17,14,3,17,14,3
3887,1994-04-25,"Nanga Pinoh, Indonesia",Dirgantara Air Services,Britten Norman BN-2A-21 Trislander,11,10,1,11,10,1
3888,1994-04-26,"Near Komaki, Aichi, Japan",China Airlines (Taiwan),Airbus A300B4-622R,271,256,15,264,249,15
3889,1994-05-07,"Sao Gabriel, Brazil",Rico Taxi Aero,Embraer 110 Bandeirante,16,14,2,8,6,2
3890,1994-05-23,"Loma Linda, Colombia",Arall,Pilatus Britten-Norman BN-2B-27 Islander,11,9,2,4,3,1
3891,1994-05-28,"Near Villavicencio, Colombia",Transoriente Colombia,Douglas DC-3 (C-53D-DO),29,26,3,7,4,3
3892,1994-06-02,"Near Campbeltown, Scotland",Military - Royal Air Force,Boeing Vertol Chinook HC-2 (helicopter),29,25,4,29,25,4
3893,1994-06-06,"Near Xi'an, China",China Northwest Airlines,Tupolev TU-154M,160,146,14,160,146,14
3894,1994-06-13,"Near Uruapan, Mexico",Aerolineas Cuahonte,Swearingen SA.226TC Metro II,9,7,2,9,7,2
3895,1994-06-18,"Mt.  Kalora, Indonesia",Merpati Nusantara Airlines,Fokker F-27 Friendship 500F,12,7,5,12,7,5
3896,1994-06-18,"Chantilly, Virginia",TAESA,Learjet 25D,12,10,2,12,10,2
3897,1994-06-26,"Abidjan, Ivory Coast",Air Ivorie,Fokker F-27 Friendship 400M,17,14,3,17,14,3
3899,1994-06-30,"Toulouse-Blagnac, France",Airbus Industrie,Airbus A330-321,7,4,3,7,4,3
3900,1994-07-01,"Near Tidjika, Mauritania",Air Mauritanie,Fokker F-28 Fellowship 4000,93,89,4,80,76,4
3901,1994-07-02,"Charlotte, North Carolina",USAir,McDonnell Douglas DC-9-30,57,52,5,37,37,0
3902,1994-07-14,"Hanalei, Hawaii",Air Taxi - Papillion Helicopters Ltd.,Aerospatiale AS350D,7,6,1,3,3,0
3903,1994-07-17,"Near Fort de France, Martinique",Air Martinique,Britten-Norman BN-2B-26 Islander,6,5,1,6,5,1
3904,1994-07-17,"Boma, Democratic Republic Congo",Sankuru Air Service,Yakovlev 40D,9,5,4,5,3,2
3905,1994-07-19,"Colon, Panama",Alas Chiricanas,Embraer 110P1 Bandeirante,21,18,3,21,18,3
3906,1994-07-26,"East Kalimantan, Indonesia",Airfast Services,Sikorsky S-58ET,18,16,2,18,16,2
3907,1994-08-05,"Near Boda, Russia",Military - Russian Air Force,Antonov AN-12,47,41,6,47,41,6
3908,1994-08-07,"Kodiak, Alaska",Air Taxi - Uyak Air Services Inc.,de Havilland DHC-2,7,6,1,6,5,1
3909,1994-08-10,"Cheju, South Korea",Korean Airlines,Airbus A300B4-622R,160,152,8,0,0,0
3910,1994-08-11,"Alsworth, Alaska",Air Taxi - Talon Air Services Inc.,de Havilland DHC-2,3,2,1,3,2,1
3911,1994-08-12,"Whiting, New Jersey",Air Taxi - National Helicopters,Bell 206L-4,3,2,1,3,2,1
3912,1994-08-21,"Near Agadir, Morocco",Royal Air Maroc,Aerospatiale ATR-42-300,44,40,4,44,40,4
3913,1994-09-08,"Near Aliquippa, Pennsylvania",USAir,Boeing B-737-3B7,132,127,5,132,127,5
3914,1994-09-13,"Near Abuja, Nigeria",Aerocontroctors - Charter,de Havilland Canada DHC-6 Twin Otter 300,5,3,2,3,2,1
3915,1994-09-17,"Fish Egg Inlet, Canada",Pacific Coastal Airlines,de Havilland Canada DHC-6 Twin Otter 100,4,2,2,3,2,1
3916,1994-09-18,"Tamanrasset, Algeria",Oriental Airlines,BAC One-Eleven 515FB,39,32,7,5,3,2
3917,1994-09-23,"Kowloon Bay, Hong Kong",Heavylift Cargo Airlines,Lockheed L-100-30 Hercules,12,6,6,6,3,3
3918,1994-09-26,"Near Vanavera, Russia",Cheremshanka Airlines,Yakovlev YAK-40,28,24,4,28,24,4
3919,1994-09-28,"Bahia Negra, Paraguay",TAM Paraguay,Douglas C-47D,27,25,2,1,0,1
3920,1994-09-30,"Chaibukha, Russia",Arsenyev Aviation Production Association,Antonov AN-8,20,13,7,8,3,5
3921,1994-10-08,"Mitu, Colombia",SELVA,Antonov AN-32B,10,5,5,10,5,5
3922,1994-10-12,"Krakas Mountains, near Natanz , Iran",Iran Asseman Airlines,Fokker F-28 Fellowship 1000,66,59,7,66,59,7
3923,1994-10-14,"Near Formoso do Aragala, Brazil",Military - Brazilian Air Force,Lockheed C-130E,21,15,6,21,15,6
3925,1994-10-29,"Near Ust'-Ilimsk, Russia",Aeronica,Antonov AN-12A,23,16,7,23,16,7
3926,1994-10-29,"Batagaj, Russia",Yakutavia,Antonov AN-2,19,17,2,7,7,0
3927,1994-10-31,"Roselawn, Indiana",American Eagle,ATR-72-212,68,64,4,68,64,4
3928,1994-11-01,"Off Cozumel, Mexico",Transportes Aereos Pegaso,Bell 212,14,13,1,14,13,1
3929,1994-11-04,"Near Nabire, Indonesia",Trigana Air Service,de Havilland Canada DHC-6 Twin Otter 100,4,2,2,4,2,2
3930,1994-11-05,"Saposa, Peru",SA Amazonica,Yakovlev YAK-40,30,26,4,6,5,1
3931,1994-11-16,"Avenal, California",Ameriflight,Beechcraft C99,1,0,1,1,0,1
3932,1994-11-22,Papua New Guinea,Southwest Air,Britten Norman BN-2A Trislander,7,6,1,7,6,1
3933,1994-11-22,"Bridgeton, Missouri",Trans World Airlines / Private,McDonnell Douglas DC-9-82 / Cessna 441,142,132,10,2,0,2
3935,1994-12-10,Pacific Ocean,Philippine Air Lines,Boeing B-747-200,293,273,20,1,1,0
3936,1994-12-13,"Morrisville, North Carolina",American Eagle,British Aerospace Jetstream 3201,20,18,2,15,13,2
3937,1994-12-15,"Lobito, Angola",SL Aviation Services,Douglas DC-3,2,0,2,2,0,2
3938,1994-12-17,"Cerro Aicha, Venezuela",Servivensa,Douglas C-47A-10-DK,9,6,3,7,4,3
3939,1994-12-17,"Papua, New Guinea",Missionary Aviation Fellowship,de Havilland Canada DHC-6 Twin Otter 200,28,26,2,28,26,2
3940,1994-12-21,"Coventry, England",Phoenix Aviation,Boeing 737-2D6C,5,0,5,5,0,5
3941,1994-12-26,"Algiers Airport, Algeria",Air France,Airbus A300B2-1C,239,227,12,3,3,0
3942,1994-12-29,"Near Van, Turkey",Turkish Airlines (THY),Boeing B-737-4Y0,76,69,7,57,52,5
3943,1995-01-05,"Isfahan, Iran",Military - Iranian Air Force,Lockheed 1329 Jetstar 8,12,6,6,12,6,6
3944,1995-01-10,"Off Flores Island, Inodnesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,14,10,4,14,10,4
3945,1995-01-11,"Cartagena, Colombia",Intercontinental de Aviacion,McDonnell Douglas DC-9-14,52,47,5,51,46,5
3946,1995-01-14,"Los Angeles, California",Air Taxi - Wolfe Air Aviation Ltd.,Bell 206B,4,3,1,2,2,0
3947,1995-01-17,"Kathmandu, Nepal",Royal Nepal Airlines,de Havilland Canada DHC-6 Twin Otter 300,24,21,3,2,1,1
3948,1995-01-20,"Near Krasnoyarsk, Russia",Abakan Airlines,Let 410UVP,19,17,2,3,1,2
3949,1995-01-20,"Le Bourget, France",Leadair - Charter,Dassault Falcon 20E,10,7,3,10,7,3
3950,1995-02-16,"Kansas City, Missouri",ATI,McDonnell Douglas DC-8-63F,3,0,3,3,0,3
3951,1995-03-16,"Ossora, Russia",Aeroflot,Antonov 26B,10,4,6,9,3,6
3952,1995-03-31,"Near Balotesti, Romania",TAROM (Transporturile Aeriene Romane),Airbus A310-324,60,49,11,60,49,11
3953,1995-04-23,"Lagos, Nigeria",Bristow Helicopters,de Havilland Canada DHC-6 Twin Otter 300,9,7,2,1,0,1
3954,1995-04-29,"Near Palaly AFB, Sri Lanka",Military - Sri Lanka Air Force,Hawker Siddeley HS-748-357/2B SCD,52,49,3,52,49,3
3955,1995-05-01,"Sioux Falls, Ontario, Canada",Bearskin Airlines / Air Sandy,Swear. SA-227CC Metro 23/Piper Navajo,8,5,3,8,5,3
3956,1995-05-03,"Quito, Ecuador",American Jet,Grumman Gulfstream II,7,5,2,7,5,2
3957,1995-05-09,"Cerro San Jeronimo, Colombia",ADES Colombia,Curtiss C-46F,9,5,4,9,5,4
3958,1995-05-13,"Near Boise, Idaho",Military - U.S. Air Force,Lockheed C-130E Hercules,6,0,6,6,0,6
3959,1995-05-24,"Near Leeds, England",Knight Air,Embraer 110 P1 Bandeirante,12,9,3,12,9,3
3960,1995-05-25,"Miraflores, Colombia",LACOL,Douglas DC-3C,11,9,2,2,2,0
3961,1995-05-29,"Off Mbour, Senegal",Senegalair,Piper PA-31-310 Navajo,10,8,2,6,4,2
3962,1995-06-09,"Near Palmerston North, New Zealand",Ansett New Zealand,de Havilland Canada DHC-8-102,21,18,3,5,4,1
3964,1995-06-16,"Herputchi, Russia",Aeroflot,Antonov AN-2,14,12,2,13,11,2
3965,1995-06-17,"Near Cuvela, Angola",Military - Angolan Air Force,CASA 212-200 Aviocar,48,45,3,48,45,3
3966,1995-06-24,"Lagos, Nigeria",Harka Air Services,Tupolev TU-134A,80,74,6,16,16,0
3967,1995-06-27,"La Romana, Dominican Republic",Salair,Convair CV-440,2,0,2,2,0,2
3968,1995-07-01,"Kiunga, Papua New Guinea",Garamut Aviation,de Havilland Canada C-7A Caribou,3,1,2,3,1,2
3969,1995-07-12,"Gumey, Papua New Guinea",Milne Bay Air,de Havilland Canada DHC-6 Twin Otter 300,15,13,2,15,13,2
3970,1995-07-17,"Bintuni,  Indonesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,18,16,2,1,0,1
3971,1995-07-18,"Near Antananivo, Madagascar",Military - Madagascar Air Force,Douglas C-47A,34,29,5,34,29,5
3972,1995-07-25,"Near Karamui, Papua New Guinea",Transniugini Airways,Britten-Norman BN-2A Islander,2,1,1,2,1,1
3973,1995-08-02,"Johannesburg, South Africa",Aero Air,Antonov An-2R,3,0,3,3,0,3
3974,1995-08-09,"Near Kaimana, Indonesia",Bourag Indonesia Airlines,Hawker Siddeley HS-748 2A,10,6,4,10,6,4
3975,1995-08-09,"Mt. Chichontepec, San Vincente, El Salvador",Aviateca,Boeing B-737-2H6,65,58,7,65,58,7
3976,1995-08-14,"Nevada del Huila, Colombia",AIRES Colombia,Embraer 110P1 Bandeirante,10,8,2,10,8,2
3977,1995-08-21,"Near Carrollton, Georgia",Atlantic Southeast Airlines,Embraer 120-RT Brasilia,29,26,3,10,9,1
3978,1995-09-01,"Near Farewell, Alaska",North Star Air Cargo,Shorts SC-7 Skyvan,1,0,1,1,0,1
3979,1995-09-02,"Beaver Dam, Arizona",Adventure Airlines,Cessna 421C Golden Eagle,8,7,1,8,7,1
3980,1995-09-02,"Toronto, Ontario, Canada",Military - Royal Air Force,British Aerospace Nimrod MR-2P,7,0,7,7,0,7
3981,1995-09-09,"Near La Macarena, Colombia",SAETA,CASA 212 Aviocar 200,22,18,4,21,17,4
3982,1995-09-11,"Jalalabad, Afghanistan",Ariana Afghan Airlines,Antonov AN-26B,51,44,7,3,3,0
3983,1995-09-12,"Off Colombo, Sri Lanka",Military - Sri Lanka Air Force,Antonov AN-32,81,76,5,81,76,5
3984,1995-09-15,"Tawau,  Malaysia",Malaysia Airlines,Fokker 50,53,49,4,34,32,2
3985,1995-09-21,"Near Moron, Mongolia",MIAT - Mongolian Airlines,Antonov AN-24RV,43,37,6,42,36,6
3986,1995-09-22,"Anchorage, Alaska",Military - U.S. Air Force,Boeing B-707 (E-3B),24,20,4,24,20,4
3987,1995-09-24,"Sterligov Cape, Russia",Norilsk Flight Company,Mil Mi-8T,15,10,5,15,10,5
3988,1995-09-27,"Campbell River, British Columbia, Canada",Western Straits Air,De Havilland Dash-3,10,9,1,8,7,1
3989,1995-10-03,"Gunung Antara, Indonesia",Sabang Merauke Raya Air Charter,CASA 212,14,12,2,1,0,1
3990,1995-10-04,"Barskoon, Kirghizia",Kirghizia Aba Zaoldoru,Mil Mi-8MTV-1,15,12,3,15,12,3
3991,1995-11-09,"Near Luyaba, Argentina",Military - Argentine Air Force,Fokker F-27 Friendship 500,53,48,5,53,48,5
3992,1995-11-13,"Kaduna, Nigeria",Nigeria Airways,Boeing B-737-2F9,137,129,8,9,9,0
3993,1995-11-22,"Off Jaffna Peninsula , Sri Lanka",Military - Sri Lanka Air Force,Antonov AN-32,63,57,6,63,57,6
3994,1995-11-29,"Off Labuan, Malaysia",Sabah Air,Bell 412 (helicopter),10,8,2,10,8,2
3995,1995-11-30,"Baku, Azerbaijan",Azerbaijan Airlines,Boeing 707-323C,6,0,6,2,0,2
3996,1995-12-03,"Near Douala, Cameroon",Cameroon Airlines,Boeing B-737-2K9,78,72,6,72,68,4
3997,1995-12-05,"Near Nakhichevan, Azerbaijan, Russia",Azerbaijani Airlines,Tupolev TU-134B-3,82,76,6,54,52,2
3998,1995-12-07,"Near Grossevichi, Russia",Far East Aviation,Tupolev TU-154B,98,90,8,98,90,8
3999,1995-12-13,"Verona  - Villafranca, Italy",Romanian Banat Air,Antonov AN-24B,49,41,8,49,41,8
4000,1995-12-18,"Cahungula, Angola",Trans Service Airlift,Lockheed L-188C Electra,144,139,5,141,137,4
4001,1995-12-20,"Near Buga, Valle del Cauca, Colombia",American Airlines,Boeing B-757-223,164,156,8,160,152,8
4002,1995-12-22,"Bagasin, Papua New Guinea",Island Airways,Britten Norman BN-2A-21 Trislander,12,11,1,2,1,1
4003,1996-01-08,"Off Bridgetown, Barbados",Mustique Airways,Britten-Norman BN-2A-27 Islander,10,9,1,1,1,0
4004,1996-01-08,"Kinshasa, Zaire",African Air,Antonov AN-32B,6,0,6,2,0,2
4005,1996-01-18,"Near Kano, Nigeria",Military - Nigerian Air Force,British Aerospace BAe-125-700B,14,10,4,14,10,4
4007,1996-02-04,"Asuncion, Paraguay",Lineas Aereas del Caribe,McDonnell Douglas DC-8-55F,4,1,3,4,1,3
4008,1996-02-05,"St. Johns, Arizona",Business Air Connection,ConvairCV-440,4,2,2,4,2,2
4009,1996-02-06,"Off Puerto Plata, Domincan Republic","Alas Nacionales, leased from Birgen Air",Boeing B-757-225,189,176,13,189,176,13
4011,1996-02-12,"Port-au-Prince, Hati",Hati Express,GAF Nomad N-24A,15,13,2,11,9,2
4012,1996-02-26,"Near Jabal Awliya, Sudan",Military - Sudanese Air Force,Lockheed C-130H,91,85,6,91,85,6
4013,1996-02-27,"Near Lukapa, Angola",Aero Tropical,Antonov 12BP,8,3,5,8,3,5
4014,1996-02-29,"Arequipa, Peru",Compania de Aviacion Faucett SA (Peru),Boeing B-737-222,123,117,6,123,117,6
4016,1996-03-12,"Karabogazgol Bay, Turkmenistan",Akhal Air,Mil Mi-8T (helicopter),12,9,3,12,9,3
4017,1996-04-03,"Near Dubrovnik, Croatia",Military - U.S. Air Force,Boeing B-737-T43,35,29,6,35,29,6
4018,1996-04-05,"Near Petropavlovsk, Russia",Krasnoyarskie Avialinii,Ilyushin IL-76TD,20,11,9,20,11,9
4019,1996-04-05,"Off Matsu Island, Taiwan",Formosa Airlines,Dornier 228-212,17,15,2,6,6,0
4020,1996-04-11,"Cheyenne, Wyoming",Private,Cessna 177B,3,2,1,3,2,1
4021,1996-05-03,"Near Haj Yousif, Sudan",Federal Airlines,Antonov AN-24,53,48,5,53,48,5
4022,1996-05-09,"Near Terrace, British Columbia, Canada",Buffalo Narrows Airways,de Havilland Canada DHC-3 Otter,2,0,2,2,0,2
4023,1996-05-10,"Otaez, Mexico",Aeroservicios Empresariales de Durango,de Havilland Canada DHC-6 Twin Otter 200,19,17,2,16,14,2
4024,1996-05-11,"Everglades, Miami, Florida",ValuJet,McDonnell Douglas DC-9-32,110,105,5,110,105,5
4025,1996-05-11,"Oumba, Papua New Guinea",Milne Bay Air,Britten Norman BN-2A-20 Trislander,10,9,1,1,1,0
4026,1996-05-19,"Griesta, United Kingdom",Loganair,Britten-Norman BN-2A-26 Islander,3,2,1,3,2,1
4027,1996-06-06,"Kinshasa, Democratic Republic Congo",Hoseba,Ilyushin 76MD,10,2,8,10,2,8
4028,1996-06-09,"Rasht, Iran",Iran Air,Boeing 727-286,7,0,7,7,0,7
4030,1996-06-13,"Fukuoka, Japan",Garuda Indonesia Airlines,McDonnell Douglas DC-10-30,275,260,15,3,3,0
4031,1996-06-21,"Shanghai, China",China Flying Dragon Aviation (Feilong Airlines),Harbin Yunshuji Y-12-II,12,9,3,2,1,1
4032,1996-07-06,"Pensacola, Florida",Delta Air Lines,McDonnell Douglas MD-88,142,137,5,2,2,0
4033,1996-07-09,"Papua, New Guinea",Milne Bay Air,de Havilland Canada DHC-6 Twin Otter 300,20,19,1,20,19,1
4034,1996-07-11,"Near Kanda, India",Archana Airlines,Let 410,9,6,3,9,6,3
4035,1996-07-15,"Near Eindhoven, The Netherlands",Military - Belgian Air Force,Lockheed C-130H,41,37,4,34,30,4
4036,1996-07-17,"Near Playa del Carmen, Mexico",Aerolatino (Aerocaribe),de Havilland Canada DHC-6 Twin Otter 300,18,16,2,1,1,0
4037,1996-07-17,"Off East Moriches, New York",Trans World Airlines,Boeing B-747-131,230,212,18,230,212,18
4038,1996-07-20,"Russian Mission, Alaska",Northern Air Cargo,Douglas DC-6A,4,1,3,4,1,3
4039,1996-07-24,"Near Mergui, Manmar",Myanmar Airways,Fokker F-27 Friendship 600,49,44,5,8,8,0
4040,1996-08-12,"Markham Bay, Canada",First Air,de Havilland Canada DHC-6 Twin Otter 300,2,0,2,2,0,2
4041,1996-08-14,"Near Bronson Creek, British Columbia, Canada",Air North,Douglas DC-4,3,0,3,1,0,1
4042,1996-08-17,"Near Jackson Hole, Wyoming",Military - U.S. Air Force,Lockheed C-130H Hercules,9,1,8,9,1,8
4043,1996-08-18,"Near Alliford Bay, British Columbia, Canada2",Harbour Air,de Havilland Canada DHC-3 Turbo Otter,3,2,1,3,2,1
4044,1996-08-19,"Belgrade, Yugosalvia",Spair Air Transport,Ilyushin IL-76T,12,2,10,12,2,10
4045,1996-08-29,"Near Longyearbyen, Norway",Vnokovo Airlines,Tupolev TU-154M,141,129,12,141,129,12
4046,1996-09-25,"Waddenzee, Netherlands",Dutch Dakota Association,Douglas DC-3C,32,26,6,32,26,6
4047,1996-10-02,"Off Pasamayo, Peru",Aeroperu,Boeing B-757-200,70,61,9,70,61,9
